open_time,open,high,low,close,quote_asset_volume
1503014481000,4285.08,4285.08,4285.08,4285.08,0
1503014482000,4285.08,4285.08,4285.08,4285.08,0
1503014483000,4285.08,4285.08,4285.08,4285.08,0
1503014484000,4285.08,4285.08,4285.08,4285.08,0
1503014485000,4285.08,4285.08,4285.08,4285.08,0
1503014486000,4285.08,4285.08,4285.08,4285.08,0
1503014487000,4285.08,4285.08,4285.08,4285.08,0
1503014488000,4285.08,4285.08,4285.08,4285.08,0
1503014489000,4285.08,4285.08,4285.08,4285.08,0
1503014490000,4285.08,4285.08,4285.08,4285.08,0
1503014491000,4285.08,4285.08,4285.08,4285.08,0
1503014492000,4285.08,4285.08,4285.08,4285.08,0
1503014493000,4285.08,4285.08,4285.08,4285.08,0
1503014494000,4285.08,4285.08,4285.08,4285.08,0
1503014495000,4285.08,4285.08,4285.08,4285.08,0
1503014496000,4285.08,4285.08,4285.08,4285.08,0
1503014497000,4285.08,4285.08,4285.08,4285.08,0
1503014498000,4285.08,4285.08,4285.08,4285.08,0
1503014499000,4285.08,4285.08,4285.08,4285.08,0
1503014500000,4285.08,4285.08,4285.08,4285.08,0
1503014501000,4285.08,4285.08,4285.08,4285.08,0
1503014502000,4285.08,4285.08,4285.08,4285.08,0
1503014503000,4285.08,4285.08,4285.08,4285.08,0
1503014504000,4285.08,4285.08,4285.08,4285.08,0
1503014505000,4285.08,4285.08,4285.08,4285.08,0
1503014506000,4285.08,4285.08,4285.08,4285.08,0
1503014507000,4285.08,4285.08,4285.08,4285.08,0
1503014508000,4285.08,4285.08,4285.08,4285.08,0
1503014509000,4285.08,4285.08,4285.08,4285.08,0
1503014510000,4285.08,4285.08,4285.08,4285.08,0
1503014511000,4285.08,4285.08,4285.08,4285.08,0
1503014512000,4285.08,4285.08,4285.08,4285.08,0
1503014513000,4285.08,4285.08,4285.08,4285.08,0
1503014514000,4285.08,4285.08,4285.08,4285.08,0
1503014515000,4285.08,4285.08,4285.08,4285.08,0
1503014516000,4285.08,4285.08,4285.08,4285.08,0
1503014517000,4285.08,4285.08,4285.08,4285.08,0
1503014518000,4285.08,4285.08,4285.08,4285.08,0
1503014519000,4285.08,4285.08,4285.08,4285.08,0
1503014520000,4285.08,4285.08,4285.08,4285.08,921.49788384
1503014521000,4285.08,4285.08,4285.08,4285.08,0
1503014522000,4285.08,4285.08,4285.08,4285.08,0
1503014523000,4285.08,4285.08,4285.08,4285.08,0
1503014524000,4285.08,4285.08,4285.08,4285.08,0
1503014525000,4285.08,4285.08,4285.08,4285.08,0
1503014526000,4285.08,4285.08,4285.08,4285.08,0
1503014527000,4285.08,4285.08,4285.08,4285.08,0
1503014528000,4285.08,4285.08,4285.08,4285.08,0
1503014529000,4285.08,4285.08,4285.08,4285.08,0
1503014530000,4285.08,4285.08,4285.08,4285.08,0
1503014531000,4285.08,4285.08,4285.08,4285.08,0
1503014532000,4285.08,4285.08,4285.08,4285.08,0
1503014533000,4285.08,4285.08,4285.08,4285.08,0
1503014534000,4285.08,4285.08,4285.08,4285.08,0
1503014535000,4285.08,4285.08,4285.08,4285.08,0
1503014536000,4285.08,4285.08,4285.08,4285.08,0
1503014537000,4285.08,4285.08,4285.08,4285.08,0
1503014538000,4285.08,4285.08,4285.08,4285.08,0
1503014539000,4285.08,4285.08,4285.08,4285.08,0
1503014540000,4285.08,4285.08,4285.08,4285.08,0
1503014541000,4285.08,4285.08,4285.08,4285.08,0
1503014542000,4285.08,4285.08,4285.08,4285.08,0
1503014543000,4285.08,4285.08,4285.08,4285.08,0
1503014544000,4285.08,4285.08,4285.08,4285.08,0
1503014545000,4285.08,4285.08,4285.08,4285.08,0
1503014546000,4285.08,4285.08,4285.08,4285.08,0
1503014547000,4285.08,4285.08,4285.08,4285.08,0
1503014548000,4285.08,4285.08,4285.08,4285.08,0
1503014549000,4285.08,4285.08,4285.08,4285.08,0
1503014550000,4285.08,4285.08,4285.08,4285.08,0
1503014551000,4285.08,4285.08,4285.08,4285.08,0
1503014552000,4285.08,4285.08,4285.08,4285.08,0
1503014553000,4285.08,4285.08,4285.08,4285.08,0
1503014554000,4285.08,4285.08,4285.08,4285.08,0
1503014555000,4285.08,4285.08,4285.08,4285.08,0
1503014556000,4285.08,4285.08,4285.08,4285.08,0
1503014557000,4285.08,4285.08,4285.08,4285.08,0
1503014558000,4285.08,4285.08,4285.08,4285.08,0
1503014559000,4285.08,4285.08,4285.08,4285.08,0
1503014560000,4285.08,4285.08,4285.08,4285.08,0
1503014561000,4285.08,4285.08,4285.08,4285.08,0
1503014562000,4285.08,4285.08,4285.08,4285.08,0
1503014563000,4285.08,4285.08,4285.08,4285.08,0
1503014564000,4285.08,4285.08,4285.08,4285.08,0
1503014565000,4285.08,4285.08,4285.08,4285.08,0
1503014566000,4285.08,4285.08,4285.08,4285.08,0
1503014567000,4285.08,4285.08,4285.08,4285.08,0
1503014568000,4285.08,4285.08,4285.08,4285.08,0
1503014569000,4285.08,4285.08,4285.08,4285.08,0
1503014570000,4285.08,4285.08,4285.08,4285.08,0
1503014571000,4285.08,4285.08,4285.08,4285.08,0
1503014572000,4285.08,4285.08,4285.08,4285.08,0
1503014573000,4285.08,4285.08,4285.08,4285.08,0
1503014574000,4285.08,4285.08,4285.08,4285.08,0
1503014575000,4285.08,4285.08,4285.08,4285.08,0
1503014576000,4285.08,4285.08,4285.08,4285.08,0
1503014577000,4285.08,4285.08,4285.08,4285.08,0
1503014578000,4285.08,4285.08,4285.08,4285.08,0
1503014579000,4285.08,4285.08,4285.08,4285.08,0
1503014580000,4285.08,4285.08,4285.08,4285.08,0
1503014581000,4285.08,4285.08,4285.08,4285.08,0
1503014582000,4285.08,4285.08,4285.08,4285.08,0
1503014583000,4285.08,4285.08,4285.08,4285.08,0
1503014584000,4285.08,4285.08,4285.08,4285.08,0
1503014585000,4285.08,4285.08,4285.08,4285.08,0
1503014586000,4285.08,4285.08,4285.08,4285.08,0
1503014587000,4285.08,4285.08,4285.08,4285.08,0
1503014588000,4285.08,4285.08,4285.08,4285.08,0
1503014589000,4285.08,4285.08,4285.08,4285.08,0
1503014590000,4285.08,4285.08,4285.08,4285.08,672.543306
1503014591000,4285.08,4285.08,4285.08,4285.08,0
1503014592000,4285.08,4285.08,4285.08,4285.08,0
1503014593000,4285.08,4285.08,4285.08,4285.08,0
1503014594000,4285.08,4285.08,4285.08,4285.08,0
1503014595000,4285.08,4285.08,4285.08,4285.08,0
1503014596000,4285.08,4285.08,4285.08,4285.08,0
1503014597000,4285.08,4285.08,4285.08,4285.08,0
1503014598000,4285.08,4285.08,4285.08,4285.08,0
1503014599000,4285.08,4285.08,4285.08,4285.08,0
1503014600000,4285.08,4285.08,4285.08,4285.08,0
1503014601000,4285.08,4285.08,4285.08,4285.08,0
1503014602000,4285.08,4285.08,4285.08,4285.08,0
1503014603000,4285.08,4285.08,4285.08,4285.08,0
1503014604000,4285.08,4285.08,4285.08,4285.08,0
1503014605000,4285.08,4285.08,4285.08,4285.08,0
1503014606000,4285.08,4285.08,4285.08,4285.08,0
1503014607000,4287.09,4287.09,4287.09,4287.09,548.74752
1503014608000,4287.09,4287.09,4287.09,4287.09,0
1503014609000,4287.09,4287.09,4287.09,4287.09,0
1503014610000,4287.09,4287.09,4287.09,4287.09,542.62126839
1503014611000,4287.09,4287.09,4287.09,4287.09,407.27355
1503014612000,4287.09,4287.09,4287.09,4287.09,0
1503014613000,4287.09,4287.09,4287.09,4287.09,0
1503014614000,4287.09,4287.09,4287.09,4287.09,0
1503014615000,4287.09,4287.09,4287.09,4287.09,0
1503014616000,4287.09,4287.09,4287.09,4287.09,0
1503014617000,4287.09,4287.09,4287.09,4287.09,0
1503014618000,4287.09,4287.09,4287.09,4287.09,0
1503014619000,4287.09,4287.09,4287.09,4287.09,0
1503014620000,4287.09,4287.09,4287.09,4287.09,0
1503014621000,4287.09,4287.09,4287.09,4287.09,0
1503014622000,4287.09,4287.09,4287.09,4287.09,0
1503014623000,4287.09,4287.09,4287.09,4287.09,0
1503014624000,4287.09,4287.09,4287.09,4287.09,0
1503014625000,4287.09,4287.09,4287.09,4287.09,0
1503014626000,4287.09,4287.09,4287.09,4287.09,0
1503014627000,4287.09,4287.09,4287.09,4287.09,0
1503014628000,4287.09,4287.09,4287.09,4287.09,1802.05684605
1503014629000,4287.09,4287.09,4287.09,4287.09,0
1503014630000,4287.09,4287.09,4287.09,4287.09,0
1503014631000,4287.09,4287.09,4287.09,4287.09,0
1503014632000,4287.09,4287.09,4287.09,4287.09,0
1503014633000,4287.09,4287.09,4287.09,4287.09,0
1503014634000,4287.09,4287.09,4287.09,4287.09,0
1503014635000,4287.09,4287.09,4287.09,4287.09,0
1503014636000,4287.09,4287.09,4287.09,4287.09,0
1503014637000,4287.09,4287.09,4287.09,4287.09,0
1503014638000,4287.09,4287.09,4287.09,4287.09,0
1503014639000,4287.09,4287.09,4287.09,4287.09,0
1503014640000,4287.09,4287.09,4287.09,4287.09,0
1503014641000,4287.09,4287.09,4287.09,4287.09,0
1503014642000,4287.09,4287.09,4287.09,4287.09,0
1503014643000,4287.09,4287.09,4287.09,4287.09,0
1503014644000,4287.09,4287.09,4287.09,4287.09,0
1503014645000,4287.09,4287.09,4287.09,4287.09,0
1503014646000,4287.09,4287.09,4287.09,4287.09,0
1503014647000,4287.09,4287.09,4287.09,4287.09,5725.22435013
1503014648000,4287.09,4287.09,4287.09,4287.09,0
1503014649000,4287.09,4287.09,4287.09,4287.09,0
1503014650000,4287.09,4287.09,4287.09,4287.09,0
1503014651000,4287.09,4287.09,4287.09,4287.09,0
1503014652000,4287.09,4287.09,4287.09,4287.09,0
1503014653000,4287.09,4287.09,4287.09,4287.09,0
1503014654000,4287.09,4287.09,4287.09,4287.09,0
1503014655000,4287.09,4287.09,4287.09,4287.09,0
1503014656000,4287.09,4287.09,4287.09,4287.09,0
1503014657000,4287.09,4287.09,4287.09,4287.09,0
1503014658000,4287.09,4287.09,4287.09,4287.09,0
1503014659000,4287.09,4287.09,4287.09,4287.09,0
1503014660000,4287.09,4287.09,4287.09,4287.09,0
1503014661000,4287.09,4287.09,4287.09,4287.09,0
1503014662000,4287.09,4287.09,4287.09,4287.09,0
1503014663000,4287.09,4287.09,4287.09,4287.09,0
1503014664000,4287.09,4287.09,4287.09,4287.09,0
1503014665000,4287.09,4287.09,4287.09,4287.09,0
1503014666000,4287.09,4287.09,4287.09,4287.09,0
1503014667000,4287.09,4287.09,4287.09,4287.09,0
1503014668000,4287.09,4287.09,4287.09,4287.09,0
1503014669000,4287.09,4287.09,4287.09,4287.09,0
1503014670000,4287.09,4287.09,4287.09,4287.09,0
1503014671000,4287.09,4287.09,4287.09,4287.09,0
1503014672000,4287.09,4287.09,4287.09,4287.09,0
1503014673000,4287.09,4287.09,4287.09,4287.09,0
1503014674000,4287.09,4287.09,4287.09,4287.09,0
1503014675000,4287.09,4287.09,4287.09,4287.09,0
1503014676000,4287.09,4287.09,4287.09,4287.09,0
1503014677000,4287.09,4287.09,4287.09,4287.09,0
1503014678000,4287.09,4287.09,4287.09,4287.09,0
1503014679000,4287.09,4287.09,4287.09,4287.09,0
1503014680000,4287.09,4287.09,4287.09,4287.09,0
1503014681000,4287.09,4287.09,4287.09,4287.09,0
1503014682000,4287.09,4287.09,4287.09,4287.09,0
1503014683000,4287.09,4287.09,4287.09,4287.09,0
1503014684000,4287.09,4287.09,4287.09,4287.09,0
1503014685000,4287.09,4287.09,4287.09,4287.09,0
1503014686000,4287.09,4287.09,4287.09,4287.09,0
1503014687000,4287.09,4287.09,4287.09,4287.09,0
1503014688000,4287.09,4287.09,4287.09,4287.09,0
1503014689000,4287.09,4287.09,4287.09,4287.09,0
1503014690000,4287.09,4287.09,4287.09,4287.09,0
1503014691000,4287.09,4287.09,4287.09,4287.09,0
1503014692000,4287.09,4287.09,4287.09,4287.09,0
1503014693000,4287.09,4287.09,4287.09,4287.09,0
1503014694000,4287.09,4287.09,4287.09,4287.09,0
1503014695000,4287.09,4287.09,4287.09,4287.09,0
1503014696000,4287.09,4287.09,4287.09,4287.09,0
1503014697000,4287.09,4287.09,4287.09,4287.09,0
1503014698000,4287.09,4287.09,4287.09,4287.09,0
1503014699000,4287.09,4287.09,4287.09,4287.09,0
1503014700000,4267.78,4267.78,4267.78,4267.78,16101.1176227
1503014701000,4267.78,4267.78,4267.78,4267.78,0
1503014702000,4267.78,4267.78,4267.78,4267.78,0
1503014703000,4267.78,4267.78,4267.78,4267.78,0
1503014704000,4267.78,4267.78,4267.78,4267.78,0
1503014705000,4267.78,4267.78,4267.78,4267.78,0
1503014706000,4267.78,4267.78,4267.78,4267.78,0
1503014707000,4267.78,4267.78,4267.78,4267.78,0
1503014708000,4267.78,4267.78,4267.78,4267.78,0
1503014709000,4267.78,4267.78,4267.78,4267.78,0
1503014710000,4267.78,4267.78,4267.78,4267.78,0
1503014711000,4267.78,4267.78,4267.78,4267.78,0
1503014712000,4267.78,4267.78,4267.78,4267.78,0
1503014713000,4267.78,4267.78,4267.78,4267.78,0
1503014714000,4267.78,4267.78,4267.78,4267.78,0
1503014715000,4267.78,4267.78,4267.78,4267.78,0
1503014716000,4267.78,4267.78,4267.78,4267.78,0
1503014717000,4267.78,4267.78,4267.78,4267.78,0
1503014718000,4267.78,4267.78,4267.78,4267.78,0
1503014719000,4267.78,4267.78,4267.78,4267.78,0
1503014720000,4267.78,4267.78,4267.78,4267.78,0
1503014721000,4267.78,4267.78,4267.78,4267.78,0
1503014722000,4267.78,4267.78,4267.78,4267.78,0
1503014723000,4267.78,4267.78,4267.78,4267.78,0
1503014724000,4267.78,4267.78,4267.78,4267.78,0
1503014725000,4267.78,4267.78,4267.78,4267.78,0
1503014726000,4267.78,4267.78,4267.78,4267.78,0
1503014727000,4267.78,4267.78,4267.78,4267.78,0
1503014728000,4267.78,4267.78,4267.78,4267.78,0
1503014729000,4267.78,4267.78,4267.78,4267.78,0
1503014730000,4267.78,4267.78,4267.78,4267.78,0
1503014731000,4267.78,4267.78,4267.78,4267.78,0
1503014732000,4267.78,4267.78,4267.78,4267.78,0
1503014733000,4267.78,4267.78,4267.78,4267.78,0
1503014734000,4267.78,4267.78,4267.78,4267.78,0
1503014735000,4267.78,4267.78,4267.78,4267.78,0
1503014736000,4267.78,4267.78,4267.78,4267.78,0
1503014737000,4267.78,4267.78,4267.78,4267.78,0
1503014738000,4267.78,4267.78,4267.78,4267.78,0
1503014739000,4267.78,4267.78,4267.78,4267.78,0
1503014740000,4267.78,4267.78,4267.78,4267.78,0
1503014741000,4267.78,4267.78,4267.78,4267.78,0
1503014742000,4267.78,4267.78,4267.78,4267.78,0
1503014743000,4267.78,4267.78,4267.78,4267.78,0
1503014744000,4267.78,4267.78,4267.78,4267.78,0
1503014745000,4267.78,4267.78,4267.78,4267.78,0
1503014746000,4267.78,4267.78,4267.78,4267.78,0
1503014747000,4267.78,4267.78,4267.78,4267.78,0
1503014748000,4290.57,4290.57,4290.57,4290.57,668.92560642
1503014749000,4290.57,4290.57,4290.57,4290.57,0
1503014750000,4290.57,4290.57,4290.57,4290.57,0
1503014751000,4290.57,4290.57,4290.57,4290.57,0
1503014752000,4290.57,4290.57,4290.57,4290.57,0
1503014753000,4290.57,4290.57,4290.57,4290.57,0
1503014754000,4290.57,4290.57,4290.57,4290.57,0
1503014755000,4290.57,4290.57,4290.57,4290.57,0
1503014756000,4290.57,4290.57,4290.57,4290.57,0
1503014757000,4290.57,4290.57,4290.57,4290.57,0
1503014758000,4290.57,4290.57,4290.57,4290.57,0
1503014759000,4290.57,4290.57,4290.57,4290.57,0
1503014760000,4290.57,4290.57,4290.57,4290.57,0
1503014761000,4290.57,4290.57,4290.57,4290.57,0
1503014762000,4290.57,4290.57,4290.57,4290.57,0
1503014763000,4290.57,4290.57,4290.57,4290.57,0
1503014764000,4290.57,4290.57,4290.57,4290.57,0
1503014765000,4290.57,4290.57,4290.57,4290.57,0
1503014766000,4290.57,4290.57,4290.57,4290.57,0
1503014767000,4290.57,4290.57,4290.57,4290.57,0
1503014768000,4290.57,4290.57,4290.57,4290.57,0
1503014769000,4290.57,4290.57,4290.57,4290.57,0
1503014770000,4290.57,4290.57,4290.57,4290.57,0
1503014771000,4290.57,4290.57,4290.57,4290.57,0
1503014772000,4290.57,4290.57,4290.57,4290.57,0
1503014773000,4290.57,4290.57,4290.57,4290.57,0
1503014774000,4290.57,4290.57,4290.57,4290.57,0
1503014775000,4290.57,4290.57,4290.57,4290.57,0
1503014776000,4290.57,4290.57,4290.57,4290.57,0
1503014777000,4290.57,4290.57,4290.57,4290.57,0
1503014778000,4290.57,4290.57,4290.57,4290.57,279.24745788
1503014779000,4290.57,4290.57,4290.57,4290.57,0
1503014780000,4290.57,4290.57,4290.57,4290.57,0
1503014781000,4290.57,4290.57,4290.57,4290.57,1948.79405628
1503014782000,4290.57,4290.57,4290.57,4290.57,0
1503014783000,4290.57,4290.57,4290.57,4290.57,0
1503014784000,4290.57,4290.57,4290.57,4290.57,0
1503014785000,4290.57,4290.57,4290.57,4290.57,0
1503014786000,4290.57,4290.57,4290.57,4290.57,0
1503014787000,4290.57,4290.57,4290.57,4290.57,0
1503014788000,4290.57,4290.57,4290.57,4290.57,0
1503014789000,4290.57,4290.57,4290.57,4290.57,0
1503014790000,4290.57,4290.57,4290.57,4290.57,0
1503014791000,4290.57,4290.57,4290.57,4290.57,0
1503014792000,4290.57,4290.57,4290.57,4290.57,0
1503014793000,4290.57,4290.57,4290.57,4290.57,0
1503014794000,4290.57,4290.57,4290.57,4290.57,0
1503014795000,4290.57,4290.57,4290.57,4290.57,0
1503014796000,4290.57,4290.57,4290.57,4290.57,0
1503014797000,4290.57,4290.57,4290.57,4290.57,0
1503014798000,4290.57,4290.57,4290.57,4290.57,0
1503014799000,4290.57,4290.57,4290.57,4290.57,0
1503014800000,4290.57,4290.57,4290.57,4290.57,0
1503014801000,4290.57,4290.57,4290.57,4290.57,0
1503014802000,4290.57,4290.57,4290.57,4290.57,0
1503014803000,4290.57,4290.57,4290.57,4290.57,0
1503014804000,4290.57,4290.57,4290.57,4290.57,0
1503014805000,4290.57,4290.57,4290.57,4290.57,0
1503014806000,4290.57,4290.57,4290.57,4290.57,0
1503014807000,4290.57,4290.57,4290.57,4290.57,0
1503014808000,4290.57,4290.57,4290.57,4290.57,0
1503014809000,4290.57,4290.57,4290.57,4290.57,0
1503014810000,4290.57,4290.57,4290.57,4290.57,0
1503014811000,4290.57,4290.57,4290.57,4290.57,0
1503014812000,4290.57,4290.57,4290.57,4290.57,0
1503014813000,4290.57,4290.57,4290.57,4290.57,0
1503014814000,4290.57,4290.57,4290.57,4290.57,0
1503014815000,4290.57,4290.57,4290.57,4290.57,0
1503014816000,4290.57,4290.57,4290.57,4290.57,0
1503014817000,4290.57,4290.57,4290.57,4290.57,0
1503014818000,4290.57,4290.57,4290.57,4290.57,0
1503014819000,4290.57,4290.57,4290.57,4290.57,0
1503014820000,4290.57,4290.57,4290.57,4290.57,0
1503014821000,4290.57,4290.57,4290.57,4290.57,0
1503014822000,4290.57,4290.57,4290.57,4290.57,0
1503014823000,4290.57,4290.57,4290.57,4290.57,810.08964999
1503014824000,4290.57,4290.57,4290.57,4290.57,501.99669
1503014825000,4290.57,4290.57,4290.57,4290.57,214.5285
1503014826000,4290.57,4290.57,4290.57,4290.57,0
1503014827000,4290.57,4290.57,4290.57,4290.57,0
1503014828000,4290.57,4290.57,4290.57,4290.57,0
1503014829000,4290.57,4290.57,4290.57,4290.57,0
1503014830000,4290.57,4290.57,4290.57,4290.57,0
1503014831000,4290.57,4290.57,4290.57,4290.57,0
1503014832000,4290.57,4290.57,4290.57,4290.57,0
1503014833000,4290.57,4290.57,4290.57,4290.57,0
1503014834000,4290.57,4290.57,4290.57,4290.57,0
1503014835000,4290.57,4290.57,4290.57,4290.57,0
1503014836000,4290.57,4290.57,4290.57,4290.57,0
1503014837000,4290.57,4290.57,4290.57,4290.57,0
1503014838000,4290.57,4290.57,4290.57,4290.57,0
1503014839000,4290.57,4290.57,4290.57,4290.57,0
1503014840000,4290.57,4290.57,4290.57,4290.57,0
1503014841000,4290.57,4290.57,4290.57,4290.57,0
1503014842000,4290.57,4290.57,4290.57,4290.57,0
1503014843000,4290.57,4290.57,4290.57,4290.57,0
1503014844000,4290.57,4290.57,4290.57,4290.57,0
1503014845000,4290.57,4290.57,4290.57,4290.57,0
1503014846000,4290.57,4290.57,4290.57,4290.57,0
1503014847000,4290.57,4290.57,4290.57,4290.57,14.54074173
1503014848000,4290.57,4290.57,4290.57,4290.57,0
1503014849000,4290.57,4290.57,4290.57,4290.57,0
1503014850000,4290.57,4290.57,4290.57,4290.57,0
1503014851000,4290.57,4290.57,4290.57,4290.57,0
1503014852000,4290.57,4290.57,4290.57,4290.57,0
1503014853000,4290.57,4290.57,4290.57,4290.57,0
1503014854000,4290.57,4290.57,4290.57,4290.57,0
1503014855000,4290.57,4290.57,4290.57,4290.57,0
1503014856000,4290.57,4290.57,4290.57,4290.57,0
1503014857000,4290.57,4290.57,4290.57,4290.57,0
1503014858000,4290.57,4290.57,4290.57,4290.57,0
1503014859000,4290.57,4290.57,4290.57,4290.57,0
1503014860000,4290.57,4290.57,4290.57,4290.57,0
1503014861000,4290.57,4290.57,4290.57,4290.57,0
1503014862000,4290.57,4290.57,4290.57,4290.57,0
1503014863000,4290.57,4290.57,4290.57,4290.57,0
1503014864000,4290.57,4290.57,4290.57,4290.57,0
1503014865000,4290.57,4290.57,4290.57,4290.57,0
1503014866000,4290.57,4290.57,4290.57,4290.57,0
1503014867000,4290.57,4290.57,4290.57,4290.57,0
1503014868000,4290.57,4290.57,4290.57,4290.57,0
1503014869000,4290.57,4290.57,4290.57,4290.57,0
1503014870000,4290.57,4290.57,4290.57,4290.57,0
1503014871000,4290.57,4290.57,4290.57,4290.57,0
1503014872000,4290.57,4290.57,4290.57,4290.57,0
1503014873000,4290.57,4290.57,4290.57,4290.57,208.56889827
1503014874000,4290.57,4290.57,4290.57,4290.57,0
1503014875000,4290.57,4290.57,4290.57,4290.57,0
1503014876000,4290.57,4290.57,4290.57,4290.57,0
1503014877000,4290.57,4290.57,4290.57,4290.57,501.99669
1503014878000,4290.57,4290.57,4290.57,4290.57,102.97368
1503014879000,4290.57,4290.57,4290.57,4290.57,501.99669
1503014880000,4290.57,4290.57,4290.57,4290.57,253.14363
1503014881000,4290.57,4290.57,4290.57,4290.57,0
1503014882000,4290.57,4290.57,4290.57,4290.57,0
1503014883000,4290.57,4290.57,4290.57,4290.57,0
1503014884000,4290.57,4290.57,4290.57,4290.57,0
1503014885000,4290.57,4290.57,4290.57,4290.57,0
1503014886000,4290.57,4290.57,4290.57,4290.57,0
1503014887000,4290.57,4290.57,4290.57,4290.57,0
1503014888000,4290.57,4290.57,4290.57,4290.57,0
1503014889000,4290.57,4290.57,4290.57,4290.57,0
1503014890000,4290.57,4290.57,4290.57,4290.57,0
1503014891000,4290.57,4290.57,4290.57,4290.57,0
1503014892000,4290.57,4290.57,4290.57,4290.57,0
1503014893000,4290.57,4290.57,4290.57,4290.57,0
1503014894000,4290.57,4290.57,4290.57,4290.57,0
